Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Pressure (KPa),ph
70,18,24,57,,,,
66,4,37,14,,,,
46,35,39,110,,,,
51,26,58,48,,,,
34,42,31,43,,,,
28,29,41,77,,,,
18,9,56,42,,,,
57,16,24,70,,,,
12,43,31,29,,,,
2,23,21,89,,,,
85,12,25,92,,,,
68,5,62,31,,,,
62,37,64,67,,,,
67,10,35,110,,,,
55,11,68,27,,,,
38,27,58,106,,,,
70,39,59,98,,,,
18,41,26,37,,,,
62,28,68,56,,,,
81,41,57,5,,,,
5,19,57,73,,,,
34,31,38,107,,,,
75,44,43,46,,,,
42,29,36,67,,,,
25,21,67,74,,,,
78,40,45,52,,,,
25,34,68,8,,,,
17,37,66,51,,,,
68,34,69,87,,,,
46,10,51,24,,,,
39,22,42,71,,,,
19,9,52,101,,,,
71,31,28,40,,,,
51,24,39,41,,,,
30,21,35,59,,,,
31,32,47,25,,,,
16,15,30,74,,,,
76,29,61,101,,,,
89,28,54,8,,,,
40,43,40,34,,,,
75,2,42,43,,,,
49,9,53,58,,,,
18,10,42,103,,,,
66,7,36,53,,,,
8,22,60,106,,,,
9,32,47,83,,,,
8,26,55,54,,,,
33,37,40,9,,,,
79,4,43,102,,,,
32,28,20,33,,,,
28,33,24,60,,,,
69,44,38,77,,,,
8,12,33,18,,,,
87,31,28,87,,,,
76,28,66,42,,,,
13,17,33,57,,,,
2,39,51,77,,,,
72,45,35,106,,,,
15,0,49,57,,,,
64,10,52,41,,,,
10,17,54,53,,,,
11,31,68,54,,,,
89,10,69,57,,,,
34,30,60,47,,,,
76,39,36,96,,,,
10,14,36,72,,,,
69,23,65,52,,,,
28,43,68,14,,,,
83,19,45,62,,,,
43,5,60,82,,,,
31,36,26,82,,,,
77,36,29,54,,,,
62,17,50,28,,,,
9,24,54,86,,,,
5,42,50,58,,,,
86,19,35,32,,,,
59,34,29,83,,,,
17,4,56,81,,,,
36,5,38,89,,,,
47,33,56,13,,,,
89,44,35,103,,,,
66,42,70,12,,,,
59,3,46,72,,,,
80,7,51,27,,,,
7,14,24,21,,,,
86,17,44,51,,,,
89,0,69,19,,,,
60,3,33,24,,,,
62,3,50,50,,,,
41,20,31,51,,,,
70,16,44,110,,,,
6,0,38,101,,,,
82,15,53,34,,,,
27,34,42,47,,,,
35,26,54,56,,,,
52,21,52,65,,,,
62,8,24,89,,,,
56,15,64,97,,,,
48,10,31,52,,,,
21,44,50,86,,,,
75,41,50,68,,,,
31,15,66,27,,,,
47,12,20,23,,,,
44,21,25,99,,,,
76,21,69,74,,,,
72,20,57,106,,,,
29,0,48,3,,,,
19,32,21,67,,,,
31,10,63,17,,,,
58,27,69,110,,,,
29,34,53,86,,,,
27,3,33,52,,,,
31,31,48,49,,,,
19,24,49,50,,,,
76,34,24,86,,,,
46,1,63,53,,,,
22,9,42,91,,,,
68,3,68,72,,,,
19,23,42,109,,,,
36,9,26,43,,,,
45,37,24,18,,,,
79,9,25,64,,,,
72,12,20,34,,,,
75,34,24,13,,,,
16,24,41,47,,,,
21,19,27,5,,,,
70,32,47,11,,,,
6,11,38,62,,,,
69,11,67,31,,,,
53,30,55,68,,,,
7,6,27,30,,,,
72,9,70,40,,,,
88,11,35,92,,,,
48,13,68,102,,,,
55,14,40,37,,,,
22,5,50,108,,,,
40,0,62,69,,,,
30,13,54,14,,,,
41,7,56,85,,,,
73,22,50,92,,,,
27,17,60,76,,,,
68,40,45,65,,,,
31,19,30,97,,,,
2,17,35,19,,,,
41,5,39,22,,,,
15,32,51,8,,,,
46,17,28,35,,,,
10,34,69,55,,,,
2,1,25,58,,,,
57,1,36,74,,,,
86,2,58,49,,,,
25,9,36,34,,,,
27,2,66,49,,,,
21,7,32,1,,,,
86,28,44,67,,,,
14,30,30,16,,,,
75,44,63,32,,,,
45,44,49,34,,,,
43,38,60,84,,,,
46,13,35,75,,,,
6,6,64,33,,,,
87,19,47,95,,,,
36,6,54,64,,,,
85,41,37,72,,,,
70,18,30,35,,,,
67,38,48,110,,,,
63,44,54,90,,,,
69,35,21,99,,,,
22,28,34,87,,,,
79,20,38,97,,,,
36,20,70,70,,,,
20,44,34,55,,,,
83,16,59,75,,,,
64,23,22,95,,,,
75,17,62,100,,,,
37,32,35,55,,,,
11,41,66,97,,,,
37,26,42,54,,,,
46,18,25,30,,,,
27,17,35,82,,,,
4,24,29,97,,,,
8,4,58,27,,,,
89,32,31,96,,,,
41,19,31,35,,,,
11,25,46,82,,,,
77,30,25,43,,,,
73,42,40,75,,,,
51,26,31,53,,,,
87,13,22,1,,,,
7,19,20,96,,,,
72,32,65,96,,,,
10,1,33,46,,,,
79,23,65,106,,,,
14,1,37,21,,,,
36,4,25,74,,,,
58,41,59,52,,,,
47,14,29,76,,,,
73,13,53,1,,,,
25,45,34,1,,,,
62,28,27,14,,,,
7,14,58,17,,,,
50,4,54,70,,,,
12,37,56,31,,,,
64,41,59,31,,,,
6,14,31,67,,,,
61,27,61,61,,,,
13,28,63,13,,,,
86,12,70,104,,,,
52,14,56,43,,,,
72,22,31,39,,,,
69,10,30,109,,,,
45,36,61,47,,,,
84,3,46,82,,,,
59,36,55,15,,,,
18,19,67,62,,,,
34,43,64,92,,,,
42,28,45,17,,,,
86,0,32,88,,,,
90,21,64,37,,,,
75,6,60,63,,,,
29,42,30,101,,,,
3,20,30,61,,,,
13,35,21,6,,,,
46,12,48,30,,,,
88,8,54,86,,,,
88,11,67,89,,,,
11,35,64,78,,,,
20,2,65,27,,,,
13,6,41,98,,,,
30,25,35,70,,,,
8,31,65,109,,,,
75,18,54,91,,,,
65,37,42,45,,,,
25,38,56,85,,,,
73,16,50,8,,,,
88,15,45,102,,,,
8,0,24,64,,,,
85,11,32,18,,,,
25,17,40,81,,,,
90,35,39,91,,,,
66,1,36,1,,,,
56,17,57,17,,,,
57,25,20,45,,,,
74,12,41,73,,,,
3,2,21,85,,,,
5,21,26,33,,,,
36,26,48,22,,,,
58,25,54,42,,,,
17,17,55,59,,,,
39,45,40,29,,,,
33,24,46,68,,,,
51,37,54,33,,,,
32,42,27,8,,,,
86,41,51,60,,,,
19,25,53,73,,,,
5,2,41,23,,,,
78,10,25,85,,,,
46,3,25,96,,,,
5,24,45,22,,,,
7,36,30,46,,,,
73,11,52,56,,,,
59,41,50,49,,,,
78,15,60,9,,,,
48,11,46,27,,,,
90,22,47,86,,,,
14,27,54,41,,,,
81,8,38,73,,,,
17,5,29,3,,,,
80,18,62,104,,,,
1,1,37,57,,,,
22,30,31,96,,,,
31,13,68,39,,,,
2,16,57,98,,,,
60,26,50,89,,,,
30,38,52,42,,,,
18,45,24,17,,,,
23,11,22,73,,,,
84,12,62,105,,,,
79,42,45,9,,,,
45,45,33,100,,,,
66,37,56,92,,,,
53,42,53,30,,,,
45,23,69,82,,,,
47,16,23,48,,,,
17,3,63,46,,,,
86,24,50,34,,,,
3,19,23,30,,,,
15,38,48,79,,,,
41,43,23,80,,,,
50,32,49,15,,,,
24,0,41,62,,,,
26,19,68,61,,,,
60,43,42,41,,,,
20,9,59,11,,,,
7,30,36,110,,,,
78,0,70,74,,,,
72,41,47,81,,,,
3,22,33,87,,,,
70,3,40,75,,,,
42,14,56,38,,,,
72,2,41,105,,,,
53,29,31,47,,,,
37,41,32,17,,,,
73,28,40,56,,,,
61,30,21,24,,,,
69,42,65,96,,,,
73,22,48,1,,,,
16,9,47,87,,,,
79,22,67,59,,,,
80,9,25,89,,,,
10,45,43,49,,,,
77,41,59,101,,,,
19,28,46,33,,,,
11,8,63,58,,,,
15,34,54,27,,,,
7,29,38,16,,,,
6,35,62,93,,,,
23,0,21,27,,,,
32,38,46,77,,,,
72,26,44,20,,,,
32,8,68,35,,,,
69,41,68,81,,,,
64,17,36,38,,,,
63,13,53,46,,,,
55,17,45,38,,,,
75,13,62,8,,,,
2,14,32,0,,,,
73,33,61,43,,,,
67,3,36,87,,,,
12,37,67,72,,,,
30,43,66,85,,,,
15,27,25,35,,,,
85,20,30,55,,,,
63,19,30,20,,,,
48,3,37,50,,,,
6,7,68,51,,,,
46,22,68,86,,,,
89,33,44,55,,,,
73,32,57,109,,,,
21,16,44,84,,,,
43,3,22,41,,,,
14,37,52,59,,,,
81,4,43,19,,,,
54,42,26,43,,,,
68,31,50,53,,,,
5,29,27,32,,,,
86,18,61,9,,,,
28,8,27,54,,,,
85,6,59,53,,,,
77,21,47,105,,,,
39,15,58,30,,,,
75,16,64,70,,,,
45,38,27,101,,,,
73,10,39,5,,,,
72,41,25,92,,,,
63,28,62,106,,,,
86,45,34,23,,,,
6,16,52,58,,,,
80,24,64,34,,,,
38,27,55,5,,,,
25,21,60,25,,,,
56,43,21,0,,,,
28,8,25,73,,,,
52,3,35,78,,,,
64,7,23,16,,,,
3,8,59,26,,,,
35,15,26,64,,,,
85,43,28,94,,,,
73,12,63,65,,,,
79,28,62,97,,,,
22,23,31,104,,,,
80,12,66,47,,,,
74,13,62,74,,,,
64,17,60,32,,,,
54,27,34,96,,,,
60,5,28,28,,,,
65,44,32,6,,,,
16,8,36,104,,,,
50,36,59,86,,,,
46,44,60,49,,,,
39,0,51,18,,,,
3,5,39,0,,,,
10,17,40,54,,,,
23,34,40,92,,,,
4,28,49,33,,,,
82,37,37,0,,,,
82,8,56,96,,,,
62,7,32,63,,,,
17,27,26,14,,,,
49,39,27,97,,,,
42,6,70,70,,,,
14,42,22,36,,,,
56,8,58,27,,,,
88,32,40,91,,,,
2,5,31,36,,,,
35,1,41,19,,,,
53,9,39,63,,,,
2,17,24,14,,,,
9,39,37,81,,,,
50,34,26,49,,,,
34,27,40,93,,,,
53,22,25,97,,,,
81,21,57,75,,,,
26,42,58,18,,,,
60,23,29,101,,,,
49,16,62,94,,,,
65,15,37,67,,,,
62,10,36,95,,,,
3,19,37,91,,,,
4,4,28,83,,,,
6,37,45,47,,,,
46,30,56,67,,,,
9,0,37,33,,,,
83,13,69,55,,,,
2,45,36,107,,,,
45,31,68,101,,,,
30,4,55,18,,,,
83,20,27,96,,,,
12,19,59,10,,,,
18,21,46,41,,,,
47,33,45,1,,,,
47,40,51,11,,,,
3,44,26,51,,,,
39,10,59,23,,,,
57,0,25,92,,,,
53,25,31,95,,,,
24,13,40,1,,,,
57,40,33,23,,,,
28,17,43,10,,,,
23,38,29,20,,,,
20,15,38,33,,,,
24,2,33,28,,,,
64,42,45,63,,,,
58,14,43,37,,,,
17,30,47,81,,,,
81,43,28,56,,,,
40,9,24,76,,,,
71,27,44,31,,,,
63,20,47,85,,,,
43,15,28,53,,,,
74,36,32,7,,,,
7,34,59,80,,,,
35,17,21,29,,,,
37,17,46,39,,,,
55,4,56,11,,,,
81,4,37,53,,,,
76,30,29,31,,,,
52,39,54,78,,,,
87,36,27,13,,,,
11,29,39,52,,,,
15,5,50,109,,,,
65,34,23,55,,,,
51,10,33,96,,,,
18,16,39,53,,,,
21,3,51,84,,,,
36,38,47,43,,,,
83,28,28,57,,,,
78,38,23,31,,,,
39,44,66,7,,,,
53,32,65,14,,,,
19,35,30,53,,,,
71,28,30,38,,,,
84,10,32,84,,,,
42,33,61,72,,,,
81,9,45,16,,,,
55,11,70,14,,,,
62,11,57,79,,,,
48,28,47,6,,,,
34,6,50,0,,,,
15,27,50,5,,,,
4,36,64,55,,,,
61,14,53,38,,,,
76,35,47,80,,,,
61,10,44,47,,,,
5,11,59,105,,,,
29,31,55,3,,,,
34,40,59,60,,,,
39,25,61,109,,,,
5,23,36,98,,,,
12,31,43,80,,,,
72,21,20,71,,,,
44,19,25,21,,,,
49,15,55,82,,,,
45,24,32,3,,,,
42,34,41,66,,,,
66,4,42,78,,,,
82,30,46,16,,,,
37,21,36,65,,,,
61,12,37,64,,,,
78,42,68,104,,,,
28,24,62,102,,,,
87,33,30,1,,,,
47,27,45,31,,,,
55,33,65,73,,,,
63,17,29,10,,,,
58,26,59,10,,,,
19,5,66,0,,,,
86,43,63,77,,,,
62,4,61,104,,,,
90,44,21,92,,,,
50,2,63,68,,,,
29,6,55,1,,,,
6,42,30,32,,,,
76,30,35,95,,,,
43,31,33,91,,,,
49,31,27,81,,,,
8,25,24,82,,,,
24,10,34,32,,,,
77,2,31,46,,,,
71,12,60,78,,,,
38,32,23,103,,,,
72,13,53,15,,,,
47,19,68,66,,,,
25,39,30,26,,,,
87,10,57,108,,,,
16,19,51,78,,,,
90,1,21,63,,,,
27,6,32,87,,,,
31,19,52,57,,,,
82,14,61,90,,,,
32,17,58,75,,,,
89,26,68,50,,,,
17,8,28,0,,,,
84,20,44,69,,,,
66,26,65,41,,,,
71,19,26,33,,,,
63,44,28,14,,,,
78,30,52,83,,,,
12,35,61,78,,,,
73,5,34,67,,,,
45,26,32,72,,,,
5,44,53,102,,,,
68,11,62,30,,,,
6,6,43,84,,,,
43,32,51,28,,,,
54,42,56,86,,,,
49,12,49,77,,,,
67,43,61,100,,,,
10,44,26,10,,,,
49,31,51,8,,,,
17,25,30,56,,,,
56,0,52,70,,,,
4,7,49,80,,,,
33,6,62,64,,,,
5,43,65,86,,,,
25,39,61,79,,,,
33,16,57,10,,,,
58,15,42,93,,,,
24,5,43,66,,,,
70,23,30,19,,,,
62,15,34,56,,,,
43,2,65,91,,,,
7,7,38,52,,,,
38,41,22,16,,,,
34,41,60,95,,,,
27,8,39,56,,,,
35,33,48,4,,,,
9,11,63,72,,,,
5,20,29,98,,,,
19,43,46,78,,,,
53,27,51,91,,,,
73,31,40,41,,,,
12,5,58,54,,,,
49,40,45,70,,,,
62,8,67,41,,,,
56,24,54,22,,,,
55,26,63,105,,,,
72,0,45,98,,,,
42,42,39,64,,,,
76,23,52,62,,,,
69,5,27,41,,,,
78,25,46,24,,,,
47,3,60,8,,,,
10,35,23,73,,,,
5,38,20,101,,,,
17,5,35,46,,,,
37,9,22,64,,,,
30,7,68,10,,,,
25,5,26,79,,,,
73,42,27,21,,,,
14,4,42,31,,,,
12,33,22,10,,,,
44,33,41,71,,,,
1,35,23,81,,,,
59,32,59,104,,,,
38,39,46,64,,,,
40,40,42,4,,,,
62,40,20,6,,,,
37,36,36,3,,,,
63,15,66,46,,,,
6,33,49,20,,,,
69,18,40,8,,,,
44,14,51,48,,,,
70,11,46,36,,,,
17,27,54,27,,,,
16,25,56,51,,,,
81,4,40,84,,,,
53,35,27,22,,,,
72,14,59,107,,,,
58,44,56,89,,,,
89,12,30,70,,,,
50,33,53,72,,,,
45,23,37,28,,,,
53,33,28,66,,,,
19,22,61,54,,,,
54,19,41,101,,,,
74,5,23,27,,,,
19,3,44,87,,,,
31,37,65,21,,,,
81,40,62,11,,,,
17,14,30,57,,,,
46,6,26,14,,,,
42,0,48,3,,,,
46,1,21,37,,,,
44,17,29,49,,,,
59,13,40,81,,,,
24,33,60,32,,,,
15,37,40,72,,,,
10,0,53,39,,,,
23,20,57,71,,,,
22,36,25,48,,,,
46,44,64,84,,,,
51,31,44,59,,,,
4,16,57,97,,,,
90,20,69,54,,,,
58,29,34,18,,,,
74,26,46,48,,,,
41,27,64,7,,,,
44,20,63,43,,,,
14,39,34,0,,,,
21,7,65,68,,,,
70,39,60,73,,,,
68,9,47,74,,,,
57,13,47,92,,,,
41,8,24,7,,,,
61,20,41,48,,,,
68,40,28,51,,,,
15,38,29,32,,,,
32,21,38,22,,,,
81,45,66,33,,,,
75,22,41,58,,,,
83,16,68,41,,,,
72,45,36,49,,,,
51,21,54,58,,,,
5,0,35,52,,,,
32,6,68,11,,,,
8,35,23,20,,,,
66,3,28,64,,,,
73,21,49,7,,,,
76,26,42,49,,,,
38,19,34,48,,,,
39,24,66,61,,,,
60,0,38,28,,,,
59,17,52,47,,,,
24,20,61,95,,,,
89,2,48,80,,,,
89,13,53,97,,,,
85,26,45,52,,,,
28,1,69,106,,,,
87,15,30,72,,,,
64,2,65,48,,,,
85,6,33,93,,,,
50,11,69,18,,,,
65,37,40,85,,,,
14,10,50,78,,,,
86,36,51,26,,,,
44,28,55,103,,,,
14,38,38,103,,,,
75,32,59,61,,,,
22,35,32,109,,,,
84,35,40,68,,,,
67,15,26,51,,,,
22,43,56,46,,,,
2,4,46,8,,,,
30,7,49,86,,,,
39,26,39,99,,,,
90,5,28,75,,,,
10,3,24,63,,,,
20,12,64,73,,,,
14,19,27,15,,,,
53,44,34,79,,,,
5,14,69,55,,,,
38,18,42,63,,,,
19,42,32,92,,,,
67,2,27,41,,,,
21,1,39,21,,,,
4,31,50,7,,,,
21,2,44,55,,,,
46,2,67,4,,,,
15,34,64,94,,,,
59,43,32,47,,,,
76,0,61,49,,,,
19,29,61,16,,,,
5,32,43,12,,,,
52,6,65,86,,,,
36,41,46,25,,,,
55,3,54,12,,,,
67,5,24,18,,,,
55,38,37,104,,,,
64,24,62,97,,,,
19,0,69,26,,,,
50,6,49,29,,,,
18,44,68,27,,,,
49,22,51,93,,,,
59,32,53,67,,,,
15,16,60,79,,,,
20,40,31,74,,,,
35,6,68,57,,,,
20,2,66,81,,,,
24,15,67,39,,,,
49,29,61,72,,,,
24,24,49,95,,,,
64,1,61,102,,,,
90,3,58,71,,,,
26,35,36,9,,,,
66,30,25,17,,,,
3,20,48,96,,,,
26,41,34,103,,,,
90,29,20,101,,,,
29,41,49,2,,,,
87,15,46,83,,,,
77,11,64,2,,,,
74,41,46,49,,,,
87,16,26,5,,,,
77,39,55,17,,,,
81,32,51,37,,,,
49,31,47,59,,,,
6,42,52,15,,,,
73,40,31,53,,,,
22,35,51,95,,,,
48,27,26,6,,,,
76,20,45,103,,,,
72,22,66,41,,,,
32,34,60,88,,,,
70,26,26,41,,,,
29,37,31,40,,,,
63,35,58,29,,,,
61,29,52,62,,,,
1,4,24,60,,,,
27,9,47,96,,,,
88,3,59,104,,,,
88,17,56,67,,,,
21,43,44,7,,,,
78,36,24,89,,,,
70,30,22,105,,,,
6,2,54,105,,,,
12,14,52,108,,,,
21,17,63,66,,,,
10,19,68,109,,,,
71,19,61,91,,,,
72,14,27,12,,,,
74,43,23,79,,,,
51,14,21,106,,,,
39,7,47,31,,,,
76,20,59,70,,,,
42,38,54,44,,,,
7,21,54,93,,,,
1,7,68,19,,,,
44,39,39,16,,,,
73,25,59,13,,,,
74,0,59,2,,,,
14,1,52,82,,,,
78,35,35,41,,,,
63,21,33,26,,,,
2,2,70,45,,,,
72,25,33,22,,,,
26,39,50,67,,,,
15,15,34,61,,,,
1,0,29,98,,,,
49,11,31,24,,,,
27,8,67,36,,,,
42,37,45,9,,,,
41,43,40,92,,,,
52,4,21,18,,,,
35,29,58,105,,,,
22,44,46,93,,,,
70,30,25,3,,,,
28,26,64,45,,,,
82,38,60,23,,,,
23,18,64,71,,,,
25,21,34,48,,,,
35,2,67,34,,,,
71,41,32,69,,,,
35,16,24,66,,,,
72,2,70,48,,,,
60,40,28,75,,,,
84,31,51,24,,,,
67,5,42,36,,,,
59,21,70,102,,,,
76,45,42,9,,,,
62,23,42,28,,,,
61,5,35,65,,,,
74,5,25,52,,,,
64,32,45,27,,,,
11,42,52,68,,,,
76,18,58,24,,,,
61,13,59,99,,,,
35,36,44,49,,,,
55,3,64,52,,,,
24,34,33,55,,,,
12,36,53,65,,,,
11,33,31,48,,,,
48,27,65,31,,,,
27,0,22,87,,,,
19,25,45,42,,,,
76,11,46,31,,,,
25,1,30,39,,,,
64,34,23,69,,,,
37,12,67,74,,,,
83,40,63,82,,,,
26,27,39,81,,,,
3,13,20,81,,,,
30,38,43,49,,,,
29,29,23,104,,,,
74,41,40,102,,,,
89,45,59,30,,,,
67,17,35,64,,,,
60,2,28,43,,,,
5,36,37,65,,,,
71,15,23,15,,,,
17,21,30,97,,,,
83,0,45,76,,,,
19,43,21,102,,,,
30,12,39,22,,,,
64,20,37,24,,,,
64,24,53,47,,,,
4,7,68,18,,,,
50,41,30,107,,,,
27,38,23,44,,,,
6,34,41,27,,,,
20,1,69,61,,,,
27,22,61,15,,,,
84,7,70,23,,,,
7,26,54,101,,,,
86,15,38,22,,,,
35,44,58,76,,,,
73,3,48,96,,,,
61,23,26,65,,,,
75,6,22,7,,,,
81,33,26,7,,,,
81,32,22,75,,,,
7,6,49,106,,,,
12,3,46,90,,,,
41,29,64,103,,,,
11,22,38,86,,,,
64,42,46,88,,,,
70,29,63,60,,,,
86,40,31,22,,,,
25,34,48,6,,,,
80,3,46,32,,,,
10,11,65,97,,,,
2,7,31,43,,,,
88,41,70,109,,,,
11,31,42,51,,,,
49,5,56,71,,,,
44,32,32,86,,,,
65,4,36,50,,,,
11,33,56,79,,,,
57,39,21,88,,,,
55,38,35,18,,,,
25,7,52,25,,,,
29,45,64,69,,,,
58,39,39,31,,,,
47,7,30,51,,,,
42,0,61,69,,,,
87,11,63,18,,,,
16,3,49,105,,,,
51,3,67,74,,,,
23,28,21,92,,,,
89,7,32,104,,,,
90,7,66,61,,,,
90,31,31,91,,,,
84,15,56,55,,,,
62,3,32,84,,,,
62,18,27,49,,,,
40,13,69,86,,,,
9,20,35,14,,,,
60,10,51,19,,,,
61,15,31,19,,,,
7,41,52,92,,,,
25,5,28,73,,,,
45,26,39,50,,,,
75,32,47,63,,,,
77,11,69,48,,,,
24,39,55,11,,,,
60,34,60,79,,,,
52,12,68,13,,,,
52,9,21,6,,,,
26,0,49,41,,,,
52,1,69,102,,,,
37,44,64,34,,,,
64,23,44,73,,,,
81,41,60,81,,,,
53,31,29,104,,,,
12,12,30,86,,,,
22,36,61,80,,,,
82,2,23,31,,,,
88,21,50,39,,,,
38,31,31,3,,,,
3,3,40,49,,,,
14,5,36,100,,,,
78,24,41,4,,,,
19,42,41,29,,,,
48,7,44,51,,,,
24,12,61,85,,,,
66,1,55,71,,,,
81,29,58,33,,,,
39,21,53,70,,,,
28,21,39,79,,,,
78,26,68,39,,,,
83,25,46,57,,,,
35,19,60,53,,,,
84,0,27,90,,,,
81,4,40,52,,,,
75,20,39,95,,,,
74,6,62,6,,,,
77,10,60,98,,,,
62,1,56,86,,,,
48,37,35,102,,,,
84,21,51,21,,,,
22,33,59,109,,,,
16,1,43,29,,,,
27,14,68,5,,,,
42,36,64,29,,,,
57,12,57,55,,,,
52,45,28,33,,,,
25,45,42,2,,,,
74,45,48,61,,,,
71,3,50,45,,,,
74,36,32,36,,,,
66,36,29,84,,,,
16,40,42,97,,,,
35,15,68,98,,,,
84,25,51,110,,,,
8,18,51,53,,,,
78,13,48,96,,,,
37,27,65,93,,,,
79,8,40,98,,,,
2,27,47,45,,,,
20,9,54,66,,,,
86,1,34,73,,,,
48,17,56,98,,,,
9,10,24,74,,,,
84,35,53,57,,,,
7,29,30,71,,,,
30,18,35,56,,,,
6,1,34,44,,,,
58,9,34,94,,,,
56,18,52,10,,,,
53,27,41,103,,,,
30,22,29,39,,,,
4,13,59,24,,,,
46,38,50,10,,,,
76,19,28,110,,,,
82,30,28,89,,,,
57,24,66,47,,,,
44,30,37,90,,,,
34,5,43,37,,,,
36,44,53,26,,,,
85,45,48,90,,,,
68,14,54,46,,,,
31,44,47,95,,,,
87,34,41,45,,,,
15,19,58,69,,,,
85,16,31,4,,,,
38,28,32,22,,,,
15,5,42,66,,,,
82,0,37,69,,,,
83,23,67,110,,,,
24,33,22,110,,,,
90,9,46,48,,,,
24,39,23,17,,,,
42,27,66,31,,,,
17,30,65,43,,,,
45,37,58,82,,,,
42,11,31,62,,,,
41,25,28,109,,,,
68,23,32,12,,,,
35,9,36,4,,,,
45,23,30,42,,,,
85,14,60,74,,,,
64,8,41,76,,,,
50,25,57,64,,,,
51,26,43,83,,,,
4,27,40,81,,,,
89,36,57,12,,,,
79,40,32,73,,,,
37,17,23,61,,,,
44,16,49,45,,,,
30,34,70,85,,,,
29,35,63,106,,,,
61,22,34,109,,,,
77,44,22,8,,,,
18,0,28,12,,,,
1,2,34,24,,,,
24,34,56,5,,,,
5,30,34,77,,,,
22,15,65,97,,,,
59,44,49,109,,,,
86,45,64,78,,,,
64,19,20,9,,,,
80,35,28,9,,,,
1,36,62,10,,,,
37,42,43,95,,,,
41,22,34,56,,,,
22,12,60,64,,,,
74,6,36,75,,,,
63,0,52,83,,,,
10,5,29,78,,,,
87,19,32,13,,,,
32,32,35,15,,,,
79,40,24,30,,,,
37,4,47,44,,,,
36,18,47,107,,,,
76,15,29,87,,,,
35,38,57,78,,,,
10,13,51,105,,,,
85,21,20,28,,,,
72,10,56,74,,,,
52,18,69,46,,,,
12,11,68,108,,,,
17,36,21,104,,,,
3,3,62,86,,,,
61,44,48,0,,,,
24,11,35,64,,,,
54,4,40,93,,,,
11,34,21,44,,,,
56,0,48,103,,,,
66,41,49,46,,,,
30,20,49,24,,,,
54,0,29,10,,,,
42,24,68,101,,,,
89,10,68,26,,,,
7,37,69,2,,,,
72,31,28,9,,,,
86,36,56,60,,,,
20,18,65,48,,,,
77,41,23,99,,,,
7,30,32,110,,,,
53,17,58,39,,,,
86,26,45,50,,,,
58,23,56,108,,,,
29,16,50,80,,,,
33,4,64,10,,,,
62,33,31,18,,,,
30,28,51,23,,,,
76,29,42,97,,,,
85,44,21,83,,,,
48,17,52,65,,,,
90,5,48,70,,,,
37,36,31,66,,,,
10,31,69,60,,,,
5,25,38,17,,,,
46,25,39,9,,,,
69,9,39,105,,,,
88,25,62,51,,,,
23,22,65,52,,,,
31,28,48,67,,,,
4,45,64,67,,,,
4,34,59,110,,,,
36,18,28,84,,,,
71,29,41,61,,,,
44,43,53,17,,,,
13,2,56,97,,,,
30,19,68,22,,,,
23,40,68,45,,,,
77,9,63,78,,,,
26,24,20,60,,,,
80,45,68,17,,,,
71,28,34,76,,,,
71,0,61,35,,,,
41,18,27,61,,,,
62,12,50,4,,,,
62,36,34,84,,,,
7,23,31,1,,,,
18,25,43,10,,,,
75,5,22,44,,,,
90,20,28,72,,,,
51,0,30,68,,,,
53,24,21,1,,,,
70,4,53,20,,,,
43,13,43,12,,,,
80,32,54,108,,,,
71,15,30,37,,,,
32,4,63,29,,,,
75,8,60,101,,,,
74,24,20,65,,,,
5,32,56,3,,,,
64,25,69,29,,,,
9,17,50,20,,,,
62,12,38,39,,,,
41,20,46,104,,,,
77,2,61,107,,,,
3,12,55,110,,,,
44,23,55,25,,,,
29,23,52,27,,,,
34,18,28,35,,,,
45,13,59,34,,,,
61,31,45,60,,,,
73,10,50,6,,,,
67,38,41,49,,,,
22,26,63,90,,,,
47,5,21,91,,,,
27,45,38,78,,,,
10,7,23,69,,,,
66,19,41,97,,,,
60,20,69,60,,,,
35,5,38,80,,,,
2,38,54,52,,,,
53,0,70,7,,,,
42,30,52,28,,,,
45,31,45,16,,,,
51,45,51,28,,,,
38,43,62,90,,,,
53,35,60,48,,,,
81,30,38,40,,,,
37,24,67,74,,,,
50,2,46,61,,,,
40,34,39,78,,,,
72,13,69,83,,,,
26,38,24,33,,,,
66,10,64,55,,,,
74,7,56,34,,,,
87,21,59,96,,,,
54,29,32,21,,,,
69,20,59,68,,,,
47,42,29,43,,,,
29,21,39,33,,,,
90,21,68,85,,,,
5,41,49,100,,,,
10,42,51,19,,,,
12,8,33,66,,,,
66,0,37,68,,,,
63,18,22,1,,,,
30,37,21,22,,,,
73,29,61,99,,,,
18,15,42,103,,,,
14,12,21,0,,,,
77,14,49,70,,,,
63,31,63,56,,,,
60,28,55,77,,,,
69,23,56,61,,,,
17,0,52,33,,,,
34,37,43,23,,,,
45,39,32,76,,,,
76,21,30,89,,,,
52,26,64,7,,,,
76,42,20,70,,,,
76,41,29,23,,,,
21,37,21,19,,,,
6,31,44,47,,,,
71,27,41,38,,,,
51,9,61,47,,,,
4,11,48,48,,,,
4,8,69,90,,,,
84,39,41,43,,,,
36,16,56,11,,,,
45,28,54,85,,,,
14,40,64,92,,,,
65,13,29,88,,,,
80,24,29,17,,,,
52,26,35,68,,,,
